received_times,all_data.zipcode_of_incident,all_data.unit_type
407.2166667,94103,TRUCK
756.05,94103,MEDIC
803.4166667,94103,PRIVATE
484.7666667,94103,ENGINE
260.5,94103,ENGINE
484.7666667,94103,MEDIC
1025.716667,94103,MEDIC
750.5,94103,MEDIC
729.8833333,94103,ENGINE
840.9166667,94103,MEDIC
840.9166667,94103,TRUCK
928,94103,CHIEF
1161.8,94103,MEDIC
743.1166667,94103,TRUCK
584.9333333,94103,MEDIC
52.58333333,94103,ENGINE
260.5,94103,MEDIC
1236.266667,94103,PRIVATE
1013.733333,94103,MEDIC
928,94103,TRUCK
964.9333333,94103,MEDIC
162.7333333,94103,MEDIC
52.58333333,94103,MEDIC
1163.216667,94103,MEDIC
750.5,94103,ENGINE
910.3666667,94103,MEDIC
1204.733333,94103,MEDIC
394.7,94103,ENGINE
162.7333333,94103,RESCUE CAPTAIN
650.3333333,94103,MEDIC
394.7,94103,RESCUE CAPTAIN
647.3666667,94103,MEDIC
1382.133333,94103,MEDIC
1413.5,94103,TRUCK
1025.716667,94103,ENGINE
978.6333333,94103,MEDIC
729.8833333,94103,PRIVATE
1204.733333,94103,PRIVATE
33.58333333,94103,RESCUE SQUAD
803.4166667,94103,ENGINE
674.4333333,94103,MEDIC
1413.5,94103,ENGINE
407.2166667,94103,ENGINE
163.1,94103,MEDIC
840.9166667,94103,ENGINE
1001.133333,94103,MEDIC
33.58333333,94103,MEDIC
743.1166667,94103,ENGINE
928,94103,ENGINE
739.95,94103,PRIVATE
230.75,94103,PRIVATE
933.8166667,94103,MEDIC
843.3166667,94103,MEDIC
512.1833333,94103,MEDIC
840.9166667,94103,ENGINE
1001.133333,94103,ENGINE
1204.733333,94103,ENGINE
394.7,94103,MEDIC
840.9166667,94103,CHIEF
1204.733333,94103,PRIVATE
840.9166667,94103,ENGINE
862.6166667,94103,ENGINE
162.7333333,94103,ENGINE
1382.133333,94103,ENGINE
650.3333333,94103,ENGINE
855.0833333,94103,MEDIC
386.7,94103,PRIVATE
1161.8,94103,ENGINE
843.3166667,94103,TRUCK
484.7666667,94103,CHIEF
840.9166667,94103,CHIEF
674.4333333,94103,ENGINE
307.5666667,94103,MEDIC
33.58333333,94103,ENGINE
910.3666667,94103,ENGINE
27.61666667,94103,MEDIC
840.9166667,94103,CHIEF
528.9,94103,MEDIC
679.1,94103,PRIVATE
855.0833333,94103,MEDIC
528.9,94103,ENGINE
1025.766667,94103,MEDIC
840.9166667,94103,TRUCK
968.0333333,94103,MEDIC
25.93333333,94103,MEDIC
1219.016667,94103,ENGINE
1022.75,94103,PRIVATE
1301.316667,94103,MEDIC
350.7333333,94103,MEDIC
58.3,94103,MEDIC
736.45,94103,PRIVATE
893.8,94103,MEDIC
1222.583333,94103,ENGINE
41.61666667,94103,MEDIC
1025.316667,94103,PRIVATE
961.1333333,94103,ENGINE
339.05,94103,MEDIC
348.5,94103,RESCUE SQUAD
606.1333333,94103,ENGINE
862.2666667,94103,ENGINE
1174.133333,94103,MEDIC
348.5,94103,PRIVATE
904.3833333,94103,RESCUE SQUAD
629.5333333,94103,PRIVATE
522.3833333,94103,MEDIC
512.95,94103,MEDIC
305.6166667,94103,MEDIC
851.45,94103,ENGINE
1057.95,94103,ENGINE
452.4166667,94103,ENGINE
1222.583333,94103,RESCUE SQUAD
78.86666667,94103,MEDIC
961.1333333,94103,MEDIC
1219.016667,94103,ENGINE
484.45,94103,ENGINE
408.9333333,94103,ENGINE
1121.55,94103,MEDIC
1018.683333,94103,MEDIC
904.3833333,94103,MEDIC
913.3666667,94103,PRIVATE
157.0333333,94103,ENGINE
789.3833333,94103,MEDIC
1210.35,94103,MEDIC
902.4166667,94103,ENGINE
929.4166667,94103,MEDIC
452.4166667,94103,RESCUE CAPTAIN
1210.35,94103,ENGINE
525.3833333,94103,TRUCK
25.93333333,94103,RESCUE CAPTAIN
525.3833333,94103,ENGINE
904.3833333,94103,TRUCK
1344.616667,94103,ENGINE
1344.616667,94103,MEDIC
964.9666667,94103,RESCUE CAPTAIN
789.3833333,94103,ENGINE
813.2,94103,MEDIC
1352.016667,94103,ENGINE
797.5333333,94103,ENGINE
893.8,94103,RESCUE SQUAD
452.4166667,94103,PRIVATE
302.9,94103,MEDIC
751.6333333,94103,ENGINE
350.7333333,94103,ENGINE
525.3833333,94103,CHIEF
690.75,94103,PRIVATE
751.6333333,94103,PRIVATE
892.05,94103,MEDIC
902.4166667,94103,MEDIC
772.4333333,94103,ENGINE
797.5333333,94103,MEDIC
606.1333333,94103,MEDIC
556.7666667,94103,MEDIC
606.1333333,94103,MEDIC
893.8,94103,ENGINE
1018.683333,94103,ENGINE
1219.016667,94103,MEDIC
862.2666667,94103,MEDIC
339.05,94103,ENGINE
25.93333333,94103,ENGINE
622.8166667,94103,MEDIC
699.4833333,94103,ENGINE
629.5333333,94103,ENGINE
964.9666667,94103,MEDIC
157.0333333,94103,MEDIC
851.45,94103,PRIVATE
1099.55,94103,ENGINE
1222.583333,94103,ENGINE
1222.583333,94103,MEDIC
699.4833333,94103,PRIVATE
690.75,94103,ENGINE
484.45,94103,MEDIC
556.7666667,94103,ENGINE
312.25,94103,MEDIC
606.1333333,94103,ENGINE
452.4166667,94103,MEDIC
522.3833333,94103,ENGINE
862.2666667,94103,TRUCK
964.9666667,94103,TRUCK
964.9666667,94103,ENGINE
772.4333333,94103,MEDIC
1297.233333,94103,MEDIC
575.3333333,94103,ENGINE
937.5166667,94103,PRIVATE
465.2833333,94103,MEDIC
1094.516667,94103,MEDIC
1370.616667,94103,MEDIC
1311.05,94103,PRIVATE
218.7,94103,ENGINE
1046.183333,94103,RESCUE CAPTAIN
794.5166667,94103,MEDIC
1211.05,94103,MEDIC
41.1,94103,ENGINE
1415.516667,94103,ENGINE
1415.516667,94103,RESCUE CAPTAIN
1349.7,94103,ENGINE
39.45,94103,ENGINE
872.3,94103,MEDIC
959,94103,ENGINE
739.7833333,94103,MEDIC
1094.516667,94103,MEDIC
1370.616667,94103,TRUCK
1389.016667,94103,MEDIC
1075.4,94103,PRIVATE
866.4,94103,PRIVATE
1051.566667,94103,PRIVATE
1094.516667,94103,ENGINE
725.65,94103,MEDIC
41.1,94103,MEDIC
1395.55,94103,MEDIC
218.7,94103,MEDIC
1094.516667,94103,TRUCK
107.1833333,94103,ENGINE
983.6166667,94103,ENGINE
1046.183333,94103,RESCUE CAPTAIN
872.3,94103,ENGINE
1104.25,94103,ENGINE
1370.616667,94103,MEDIC
575.3333333,94103,MEDIC
39.45,94103,ENGINE
1094.516667,94103,ENGINE
625.0333333,94103,MEDIC
1370.616667,94103,RESCUE CAPTAIN
518.3,94103,ENGINE
1370.616667,94103,CHIEF
1234.25,94103,PRIVATE
1234.25,94103,ENGINE
1209.2,94103,ENGINE
1234.25,94103,RESCUE CAPTAIN
1017.866667,94103,ENGINE
959,94103,TRUCK
902.95,94103,MEDIC
1026.283333,94103,RESCUE CAPTAIN
518.3,94103,MEDIC
1046.183333,94103,ENGINE
1026.283333,94103,MEDIC
332.85,94103,PRIVATE
1433.033333,94103,PRIVATE
218.9166667,94103,PRIVATE
872.3,94103,CHIEF
1228.416667,94103,MEDIC
739.7833333,94103,RESCUE SQUAD
1094.516667,94103,ENGINE
1370.616667,94103,ENGINE
1193.183333,94103,ENGINE
794.5166667,94103,ENGINE
1314.733333,94103,RESCUE SQUAD
1243.533333,94103,TRUCK
1204.883333,94103,MEDIC
123.5166667,94103,ENGINE
153.5166667,94103,ENGINE
962.3666667,94103,MEDIC
872.3,94103,TRUCK
1013.783333,94103,ENGINE
1158.2,94103,MEDIC
1312.75,94103,ENGINE
39.45,94103,MEDIC
983.6166667,94103,PRIVATE
1013.783333,94103,TRUCK
1075.4,94103,RESCUE CAPTAIN
1415.516667,94103,MEDIC
866.4,94103,ENGINE
1204.883333,94103,ENGINE
872.3,94103,RESCUE CAPTAIN
1158.2,94103,ENGINE
619.25,94103,MEDIC
600.4833333,94103,MEDIC
1193.183333,94103,MEDIC
39.45,94103,RESCUE SQUAD
1211.05,94103,RESCUE SQUAD
554.6166667,94103,ENGINE
1017.866667,94103,ENGINE
1046.183333,94103,PRIVATE
153.5166667,94103,MEDIC
1311.05,94103,ENGINE
1094.516667,94103,ENGINE
1312.75,94103,MEDIC
809.1833333,94103,MEDIC
1104.25,94103,TRUCK
1017.866667,94103,MEDIC
1314.733333,94103,PRIVATE
1075.4,94103,PRIVATE
994.1666667,94103,MEDIC
1349.7,94103,PRIVATE
1075.4,94103,MEDIC
1026.283333,94103,ENGINE
585.3833333,94103,PRIVATE
1013.783333,94103,CHIEF
1075.4,94103,ENGINE
123.5166667,94103,PRIVATE
1201.016667,94103,MEDIC
107.1833333,94103,MEDIC
725.65,94103,ENGINE
554.6166667,94103,TRUCK
1323.25,94103,ENGINE
1439.866667,94103,MEDIC
1151.9,94103,MEDIC
590.7166667,94103,MEDIC
1339.333333,94103,ENGINE
590.7166667,94103,ENGINE
946.3833333,94103,ENGINE
1439.866667,94103,CHIEF
275.3666667,94103,RESCUE SQUAD
704.6166667,94103,RESCUE SQUAD
962.0666667,94103,TRUCK
659.2833333,94103,PRIVATE
593.75,94103,MEDIC
298.8,94103,PRIVATE
108.6666667,94103,MEDIC
1418.833333,94103,ENGINE
1439.866667,94103,TRUCK
708.55,94103,RESCUE SQUAD
708.55,94103,MEDIC
1172.65,94103,ENGINE
1301.716667,94103,ENGINE
1323.25,94103,PRIVATE
766.3666667,94103,PRIVATE
275.3666667,94103,PRIVATE
1344.45,94103,MEDIC
1339.333333,94103,MEDIC
607.9833333,94103,RESCUE SQUAD
275.3666667,94103,MEDIC
946.3833333,94103,TRUCK
920.85,94103,ENGINE
1439.866667,94103,ENGINE
386.3166667,94103,CHIEF
1439.866667,94103,ENGINE
659.2833333,94103,ENGINE
1274.483333,94103,ENGINE
708.55,94103,TRUCK
708.55,94103,MEDIC
767.85,94103,ENGINE
1091.45,94103,PRIVATE
669.8666667,94103,PRIVATE
1439.866667,94103,ENGINE
1031.316667,94103,PRIVATE
1005.35,94103,MEDIC
71.65,94103,ENGINE
1225.183333,94103,ENGINE
802.5,94103,PRIVATE
1091.45,94103,ENGINE
1301.716667,94103,MEDIC
607.9833333,94103,ENGINE
944.6666667,94103,MEDIC
319.45,94103,PRIVATE
386.3166667,94103,ENGINE
1102.066667,94103,MEDIC
1439.866667,94103,RESCUE SQUAD
1005.35,94103,MEDIC
1156.4,94103,ENGINE
386.3166667,94103,TRUCK
1156.4,94103,RESCUE CAPTAIN
71.65,94103,MEDIC
688,94103,PRIVATE
1005.35,94103,ENGINE
1102.066667,94103,ENGINE
1312.1,94103,PRIVATE
888.4833333,94103,MEDIC
767.85,94103,MEDIC
607.2833333,94103,ENGINE
195.1666667,94103,MEDIC
195.1666667,94103,RESCUE SQUAD
1274.483333,94103,MEDIC
121.85,94103,MEDIC
1005.35,94103,RESCUE CAPTAIN
669.8666667,94103,TRUCK
1225.183333,94103,PRIVATE
1237.633333,94103,ENGINE
1439.866667,94103,ENGINE
1418.833333,94103,PRIVATE
704.6166667,94103,PRIVATE
1439.866667,94103,CHIEF
1439.866667,94103,TRUCK
1439.866667,94103,CHIEF
766.3666667,94103,ENGINE
1156.4,94103,MEDIC
1151.9,94103,ENGINE
1172.65,94103,MEDIC
275.3666667,94103,ENGINE
607.9833333,94103,MEDIC
607.2833333,94103,PRIVATE
73.38333333,94103,MEDIC
1237.633333,94103,MEDIC
1313.85,94103,MEDIC
795.3333333,94103,MEDIC
904.2833333,94103,ENGINE
943,94103,ENGINE
110.8666667,94103,ENGINE
1114.05,94103,MEDIC
943,94103,MEDIC
1092.616667,94103,MEDIC
165.6333333,94103,MEDIC
849.0833333,94103,RESCUE SQUAD
1019.783333,94103,MEDIC
1341.65,94103,MEDIC
1159.933333,94103,ENGINE
1437.8,94103,MEDIC
90.93333333,94103,ENGINE
1128.583333,94103,PRIVATE
1341.65,94103,ENGINE
269.6,94103,CHIEF
1270.516667,94103,ENGINE
1246.616667,94103,ENGINE
675.0666667,94103,MEDIC
529.3833333,94103,PRIVATE
1384.933333,94103,MEDIC
1278.866667,94103,ENGINE
389.45,94103,ENGINE
1159.933333,94103,CHIEF
1218.083333,94103,ENGINE
905.65,94103,MEDIC
405.1833333,94103,TRUCK
1313.85,94103,ENGINE
1218.083333,94103,PRIVATE
243.35,94103,ENGINE
1019.783333,94103,ENGINE
405.1833333,94103,CHIEF
165.6333333,94103,ENGINE
1270.516667,94103,PRIVATE
104.2333333,94103,MEDIC
440.05,94103,PRIVATE
405.1833333,94103,TRUCK
1240.883333,94103,PRIVATE
326.45,94103,TRUCK
1237.883333,94103,MEDIC
534.3833333,94103,PRIVATE
1114.05,94103,ENGINE
206.9,94103,PRIVATE
1384.933333,94103,ENGINE
405.1833333,94103,RESCUE SQUAD
326.45,94103,ENGINE
1437.8,94103,MEDIC
1019.783333,94103,ENGINE
1080.083333,94103,ENGINE
751.7666667,94103,ENGINE
1240.883333,94103,ENGINE
66.2,94103,MEDIC
1080.083333,94103,RESCUE CAPTAIN
943,94103,RESCUE SQUAD
466.8333333,94103,CHIEF
675.0666667,94103,ENGINE
326.45,94103,CHIEF
389.45,94103,MEDIC
269.6,94103,ENGINE
405.1833333,94103,ENGINE
405.1833333,94103,CHIEF
534.3833333,94103,ENGINE
529.3833333,94103,ENGINE
1047.116667,94103,MEDIC
1047.116667,94103,ENGINE
16.88333333,94103,ENGINE
680,94103,ENGINE
405.1833333,94103,ENGINE
90.93333333,94103,MEDIC
466.8333333,94103,ENGINE
405.1833333,94103,MEDIC
381.5666667,94103,MEDIC
243.35,94103,PRIVATE
16.88333333,94103,INVESTIGATION
104.2333333,94103,ENGINE
1419.816667,94103,MEDIC
1149.483333,94103,MEDIC
1019.783333,94103,RESCUE SQUAD
1159.933333,94103,TRUCK
1080.083333,94103,MEDIC
269.6,94103,TRUCK
1162.2,94103,MEDIC
849.0833333,94103,MEDIC
466.8333333,94103,TRUCK
211.3666667,94103,ENGINE
675.0666667,94103,MEDIC
1049.566667,94103,PRIVATE
403.1333333,94103,MEDIC
405.1833333,94103,CHIEF
405.1833333,94103,ENGINE
1246.616667,94103,MEDIC
1419.816667,94103,ENGINE
849.0833333,94103,ENGINE
468.4,94104,CHIEF
468.4,94104,TRUCK
468.4,94104,CHIEF
468.4,94104,TRUCK
384.5,94104,ENGINE
702.7166667,94104,MEDIC
468.4,94104,CHIEF
468.4,94104,MEDIC
468.4,94104,RESCUE SQUAD
1398.066667,94104,TRUCK
1398.066667,94104,CHIEF
468.4,94104,ENGINE
468.4,94104,MEDIC
702.7166667,94104,ENGINE
468.4,94104,ENGINE
468.4,94104,ENGINE
1398.066667,94104,ENGINE
608.9166667,94104,ENGINE
902.2833333,94104,MEDIC
160.4666667,94104,ENGINE
902.2833333,94104,PRIVATE
160.4666667,94104,TRUCK
608.9166667,94104,PRIVATE
1211.266667,94104,ENGINE
945.8333333,94104,PRIVATE
773.35,94104,CHIEF
761.6666667,94104,PRIVATE
1355.666667,94104,PRIVATE
1118.733333,94104,TRUCK
1211.266667,94104,TRUCK
1102.116667,94104,TRUCK
1389.333333,94104,PRIVATE
773.35,94104,ENGINE
1355.666667,94104,ENGINE
1102.116667,94104,ENGINE
773.35,94104,TRUCK
1389.333333,94104,MEDIC
1418.216667,94104,MEDIC
932,94104,ENGINE
932,94104,TRUCK
932,94104,CHIEF
798.1833333,94104,ENGINE
798.1833333,94104,TRUCK
839.1166667,94104,ENGINE
1219.683333,94104,RESCUE CAPTAIN
839.1166667,94104,MEDIC
1219.683333,94104,ENGINE
1219.683333,94104,MEDIC
992.9333333,94104,TRUCK
524.1833333,94104,RESCUE SQUAD
524.1833333,94104,ENGINE
599.8166667,94104,ENGINE
524.1833333,94104,PRIVATE
599.8166667,94104,MEDIC
36.8,94104,MEDIC
1258.233333,94104,MEDIC
350.1333333,94104,ENGINE
1013.533333,94104,ENGINE
762.3833333,94104,RESCUE CAPTAIN
1013.533333,94104,TRUCK
762.3833333,94104,ENGINE
350.1333333,94104,PRIVATE
98.58333333,94104,MEDIC
762.3833333,94104,MEDIC
1240.1,94104,TRUCK
1238.733333,94104,ENGINE
1240.1,94104,ENGINE
1251.133333,94104,ENGINE
643.85,94104,ENGINE
643.85,94104,PRIVATE
1238.733333,94104,TRUCK
1395.55,94104,MEDIC
1084.716667,94104,ENGINE
1084.716667,94104,TRUCK
1111.833333,94104,MEDIC
1076.4,94105,ENGINE
913.7333333,94105,ENGINE
271.2833333,94105,MEDIC
271.2833333,94105,ENGINE
1190.016667,94105,MEDIC
677.2833333,94105,PRIVATE
752.2833333,94105,TRUCK
504.8166667,94105,PRIVATE
367,94105,ENGINE
136.9833333,94105,MEDIC
949.3833333,94105,TRUCK
129.7,94105,ENGINE
1122.616667,94105,MEDIC
129.7,94105,TRUCK
1316.4,94105,PRIVATE
1076.4,94105,MEDIC
1373.866667,94105,CHIEF
1373.866667,94105,ENGINE
1190.016667,94105,ENGINE
711.9666667,94105,ENGINE
949.3833333,94105,CHIEF
1181.35,94105,TRUCK
367,94105,TRUCK
135,94105,MEDIC
752.2833333,94105,CHIEF
129.7,94105,CHIEF
1373.866667,94105,TRUCK
135,94105,RESCUE CAPTAIN
949.3833333,94105,ENGINE
772.6166667,94105,MEDIC
1181.35,94105,ENGINE
711.9666667,94105,CHIEF
135,94105,ENGINE
913.7333333,94105,MEDIC
504.8166667,94105,ENGINE
711.9666667,94105,TRUCK
367,94105,CHIEF
1181.35,94105,CHIEF
752.2833333,94105,ENGINE
910.9166667,94105,ENGINE
1083.65,94105,ENGINE
809.8666667,94105,MEDIC
262.1333333,94105,CHIEF
234.25,94105,MEDIC
262.1333333,94105,TRUCK
814.7666667,94105,ENGINE
1048.866667,94105,PRIVATE
814.7666667,94105,MEDIC
916.1666667,94105,TRUCK
234.25,94105,MEDIC
916.1666667,94105,CHIEF
1048.866667,94105,ENGINE
916.1666667,94105,ENGINE
1083.65,94105,MEDIC
910.9166667,94105,MEDIC
262.1333333,94105,ENGINE
809.8666667,94105,ENGINE
651.5666667,94105,ENGINE
110.0833333,94105,PRIVATE
1109.683333,94105,ENGINE
1205.25,94105,ENGINE
582.3,94105,PRIVATE
840.3166667,94105,ENGINE
703.55,94105,PRIVATE
1205.25,94105,TRUCK
1407.516667,94105,MEDIC
680.6,94105,MEDIC
110.0833333,94105,ENGINE
822.9,94105,MEDIC
1220.05,94105,CHIEF
751.3833333,94105,PRIVATE
1313.433333,94105,TRUCK
820.35,94105,PRIVATE
676.6166667,94105,PRIVATE
840.3166667,94105,PRIVATE
703.55,94105,ENGINE
1135.133333,94105,ENGINE
1109.683333,94105,MEDIC
822.9,94105,ENGINE
518.0333333,94105,TRUCK
1205.25,94105,ENGINE
736.0333333,94105,CHIEF
676.6166667,94105,ENGINE
518.0333333,94105,ENGINE
1220.05,94105,TRUCK
1135.133333,94105,TRUCK
736.0333333,94105,ENGINE
736.0333333,94105,TRUCK
1135.133333,94105,CHIEF
576.3666667,94105,MEDIC
651.5666667,94105,TRUCK
1220.05,94105,ENGINE
293.9,94105,CHIEF
807.5166667,94105,TRUCK
293.9,94105,ENGINE
783.15,94105,TRUCK
293.9,94105,TRUCK
240.2333333,94105,ENGINE
1335.45,94105,ENGINE
293.9,94105,CHIEF
293.9,94105,ENGINE
405.7,94105,ENGINE
1359.266667,94105,MEDIC
240.2333333,94105,MEDIC
293.9,94105,TRUCK
980.4166667,94105,PRIVATE
545.8166667,94105,ENGINE
293.9,94105,TRUCK
783.15,94105,ENGINE
783.15,94105,CHIEF
405.7,94105,PRIVATE
545.8166667,94105,MEDIC
68.15,94105,ENGINE
293.9,94105,RESCUE CAPTAIN
293.9,94105,RESCUE SQUAD
293.9,94105,ENGINE
293.9,94105,ENGINE
293.9,94105,CHIEF
68.15,94105,MEDIC
807.5166667,94105,ENGINE
293.9,94105,MEDIC
1317.516667,94105,TRUCK
828.1333333,94105,RESCUE SQUAD
567.9666667,94105,ENGINE
828.1333333,94105,RESCUE CAPTAIN
828.1333333,94105,ENGINE
1317.516667,94105,CHIEF
640.7666667,94105,ENGINE
828.1333333,94105,ENGINE
828.1333333,94105,TRUCK
1317.516667,94105,CHIEF
828.1333333,94105,CHIEF
1317.516667,94105,ENGINE
567.9666667,94105,TRUCK
1317.516667,94105,ENGINE
1317.516667,94105,ENGINE
1317.516667,94105,TRUCK
1317.516667,94105,CHIEF
567.9666667,94105,CHIEF
1317.516667,94105,CHIEF
887.4833333,94105,PRIVATE
828.1333333,94105,ENGINE
1037.383333,94105,ENGINE
1317.516667,94105,SUPPORT
1317.516667,94105,RESCUE SQUAD
828.1333333,94105,TRUCK
640.7666667,94105,PRIVATE
887.4833333,94105,TRUCK
417.8333333,94105,MEDIC
1317.516667,94105,ENGINE
1317.516667,94105,PRIVATE
143.65,94105,ENGINE
1317.516667,94105,MEDIC
143.65,94105,PRIVATE
828.1333333,94105,CHIEF
828.1333333,94105,CHIEF
828.1333333,94105,TRUCK
1317.516667,94105,ENGINE
1317.516667,94105,RESCUE CAPTAIN
1317.516667,94105,TRUCK
1037.383333,94105,MEDIC
1341.366667,94105,CHIEF
557.1333333,94105,PRIVATE
1274.133333,94105,RESCUE SQUAD
1190.133333,94105,MEDIC
1341.366667,94105,TRUCK
958.5166667,94105,ENGINE
958.5166667,94105,MEDIC
557.1333333,94105,RESCUE SQUAD
1274.133333,94105,MEDIC
370.5666667,94105,MEDIC
365.3333333,94105,MEDIC
660.9666667,94105,MEDIC
325.0333333,94105,MEDIC
557.1333333,94105,ENGINE
370.5666667,94105,PRIVATE
205.6,94105,PRIVATE
365.3333333,94105,ENGINE
1097.55,94105,MEDIC
769.1833333,94105,ENGINE
1190.133333,94105,ENGINE
1341.366667,94105,ENGINE
940.65,94105,PRIVATE
769.1833333,94105,MEDIC
397.8166667,94105,ENGINE
518.5666667,94105,PRIVATE
397.8166667,94105,MEDIC
545.4333333,94105,ENGINE
558.75,94105,PRIVATE
558.75,94105,ENGINE
270.8666667,94105,MEDIC
545.4333333,94105,MEDIC
926.85,94105,PRIVATE
565.6166667,94105,TRUCK
270.8666667,94105,ENGINE
565.6166667,94105,PRIVATE
565.6166667,94105,RESCUE SQUAD
518.5666667,94105,MEDIC
926.85,94105,ENGINE
518.5666667,94105,RESCUE SQUAD
545.4333333,94105,RESCUE CAPTAIN
832.2666667,94105,MEDIC
1173.566667,94105,PRIVATE
1109.266667,94105,ENGINE
553.6666667,94105,PRIVATE
1109.266667,94105,PRIVATE
1109.266667,94105,CHIEF
1173.566667,94105,ENGINE
832.2666667,94105,ENGINE
823.2,94105,ENGINE
435.9333333,94105,MEDIC
429.1833333,94105,MEDIC
707.6666667,94105,MEDIC
514.4833333,94105,ENGINE
554.2,94105,RESCUE CAPTAIN
707.6666667,94105,ENGINE
823.2,94105,MEDIC
252.85,94105,PRIVATE
1131.333333,94105,MEDIC
1201.9,94105,ENGINE
39.38333333,94105,MEDIC
707.6666667,94105,TRUCK
658.35,94105,MEDIC
1095.6,94105,MEDIC
382.0833333,94105,ENGINE
554.2,94105,TRUCK
1201.9,94105,TRUCK
658.35,94105,ENGINE
901.9166667,94105,MEDIC
554.2,94105,MEDIC
1131.333333,94105,ENGINE
382.0833333,94105,PRIVATE
514.4833333,94105,PRIVATE
906.3666667,94105,TRUCK
919.7166667,94105,TRUCK
112.3,94105,RESCUE CAPTAIN
112.3,94105,RESCUE SQUAD
110.4166667,94105,PRIVATE
1208.85,94105,TRUCK
1208.85,94105,CHIEF
906.3666667,94105,ENGINE
469.1333333,94105,ENGINE
1287.95,94105,MEDIC
112.3,94105,ENGINE
110.4166667,94105,ENGINE
993.4833333,94105,MEDIC
906.3666667,94105,CHIEF
919.7166667,94105,ENGINE
112.3,94105,MEDIC
993.4833333,94105,ENGINE
118.4666667,94105,MEDIC
118.4666667,94105,ENGINE
630.8833333,94105,TRUCK
118.4666667,94105,TRUCK
630.8833333,94105,CHIEF
630.8833333,94105,ENGINE
469.1333333,94105,MEDIC
1287.95,94105,ENGINE
112.3,94105,ENGINE
1343.316667,94105,PRIVATE
1342.666667,94105,MEDIC
47.01666667,94105,MEDIC
1208.85,94105,ENGINE
486.6166667,94105,CHIEF
129.5833333,94105,PRIVATE
1000.116667,94105,MEDIC
486.6166667,94105,TRUCK
1000.116667,94105,RESCUE CAPTAIN
758.2333333,94105,ENGINE
707.7666667,94105,ENGINE
343.2666667,94105,PRIVATE
129.5833333,94105,ENGINE
1000.116667,94105,ENGINE
707.7666667,94105,MEDIC
715.5166667,94105,TRUCK
1243.733333,94105,MEDIC
730.7666667,94105,MEDIC
715.5166667,94105,ENGINE
486.6166667,94105,ENGINE
607.9,94105,MEDIC
63.06666667,94105,ENGINE
589.0333333,94105,ENGINE
1188.5,94105,INVESTIGATION
853.15,94105,MEDIC
259.95,94105,ENGINE
1137.316667,94105,MEDIC
1340.416667,94105,PRIVATE
589.0333333,94105,TRUCK
589.0333333,94105,CHIEF
1150.133333,94105,ENGINE
372.35,94105,ENGINE
964.7166667,94105,MEDIC
725.5333333,94105,ENGINE
1188.5,94105,ENGINE
1137.316667,94105,ENGINE
63.06666667,94105,MEDIC
1150.133333,94105,CHIEF
259.95,94105,MEDIC
372.35,94105,MEDIC
1137.316667,94105,CHIEF
1339.5,94105,MEDIC
607.9,94105,ENGINE
1150.133333,94105,TRUCK
1203.133333,94107,CHIEF
640.2333333,94107,ENGINE
259.3333333,94107,ENGINE
1209.566667,94107,ENGINE
1298.683333,94107,PRIVATE
1203.133333,94107,TRUCK
1116.05,94107,MEDIC
207.3833333,94107,CHIEF
207.3833333,94107,ENGINE
1304.633333,94107,ENGINE
939.0333333,94107,MEDIC
1192.833333,94107,ENGINE
605.1333333,94107,ENGINE
883.8333333,94107,MEDIC
259.3333333,94107,CHIEF
69.31666667,94107,PRIVATE
605.1333333,94107,TRUCK
570.4666667,94107,MEDIC
1224.466667,94107,MEDIC
883.8333333,94107,ENGINE
948.3,94107,MEDIC
1209.566667,94107,MEDIC
1435.65,94107,ENGINE
1304.633333,94107,MEDIC
1203.133333,94107,ENGINE
605.1333333,94107,CHIEF
259.3333333,94107,TRUCK
1116.05,94107,ENGINE
570.4666667,94107,ENGINE
948.3,94107,CHIEF
640.2333333,94107,MEDIC
1435.65,94107,PRIVATE
207.3833333,94107,ENGINE
228.1166667,94107,PRIVATE
939.0333333,94107,ENGINE
645.8,94107,MEDIC
351.8833333,94107,ENGINE
426.75,94107,MEDIC
795.9666667,94107,MEDIC
918.3833333,94107,MEDIC
1358.466667,94107,MEDIC
979.7166667,94107,ENGINE
429.3833333,94107,MEDIC
791.2666667,94107,ENGINE
979.7166667,94107,TRUCK
1181.983333,94107,ENGINE
939.2833333,94107,ENGINE
591.4333333,94107,MEDIC
918.3833333,94107,ENGINE
591.4333333,94107,ENGINE
795.9666667,94107,ENGINE
426.75,94107,ENGINE
791.2666667,94107,PRIVATE
645.8,94107,ENGINE
351.8833333,94107,MEDIC
1304.483333,94107,ENGINE
449.4666667,94107,ENGINE
404.1833333,94107,MEDIC
1370.6,94107,PRIVATE
1104.05,94107,ENGINE
372.6166667,94107,MEDIC
372.6166667,94107,RESCUE SQUAD
955.0333333,94107,ENGINE
955.0333333,94107,TRUCK
1370.6,94107,ENGINE
1336.55,94107,MEDIC
1168.416667,94107,MEDIC
1104.05,94107,PRIVATE
1096.216667,94107,ENGINE
955.0333333,94107,CHIEF
1090.2,94107,MEDIC
1160.9,94107,MEDIC
662.15,94107,PRIVATE
1174.9,94107,ENGINE
1096.216667,94107,TRUCK
449.4666667,94107,MEDIC
894.7833333,94107,PRIVATE
662.15,94107,ENGINE
894.7833333,94107,ENGINE
1304.483333,94107,MEDIC
